req_text;profession
"Bom dia!!! Trabalho em um abatedouro de bovinos onde há servidores do MAPA ( agente e Auditor) o fato é que o agente cria e vende gado para o abatedouro que ele ""fiscaliza"", isso é legal? é ético? moral? tem dispositivo que trata deste assunto? Desde já agradeço a atenção.";private
pagamento contribuição passada;government
A RFFSA deixou um grande espólio de imóveis abandonados e ocupados em todo o País, e não é diferente em minha cidade, Cordeirópolis (SP). Muitos dados são publicados, referentes a termos de permissão de uso, mas não se tem clareza quais imóveis estão incluidos. Assim, solicito a possibilidade de enviar relação dos imóveis já processados, para os quais já assinadas permissões de uso ou outros termos, no território de Cordeirópolis (SP), e, se possível, as cópias dos termos relativos a estas propriedades. O pedido se motiva não só pelo direito à informação, como também para fins de pesquisa histórica.;academic
Prezado (a) com o intuito de melhoria constante, nos processos destinados à educação a distância, convidamos-lhe a participar da pesquisa referenciando os processos na EaD. A tempo de resposta é estimado em apenas 2 (dois) minutos e a sua participação é muito importante. A instituição possui quantos cursos em ensino a distância? A instituição possui quantos alunos ativos em EaD? Quais são as fontes de fomento para o ensino a distância na instituição? O nome e a solidez da instituição refletem segurança ao aluno sendo estes pontos fortes para a educação a distância? A falta de investimento, nas IPES, em tecnologia é um ponto fraco para a educação a distância? Recuperação, reforço e reposição de aulas podem ser oportunidades contra a evasão na educação a distância? Em geral a infraestrutura dos polos de apoio são oportunidades de melhoria? O planejamento dos estudos, pelos alunos, na educação a distância, é um ponto fraco no processo de aprendizagem? A falta de recurso tecnológico é uma ameaça ao processo de ensino e aprendizagem? Os cursos voltados as áreas de tecnologia possuem maior procura e maior probabilidade de aproveitamento no mercado de trabalho? O número de alunos evadidos pode refletir em redução nos valores de fomento? A falta de gerência, pela IPE nos polos de apoio, pode ser um risco para o sucesso do processo de ensino aprendizagem? O crescimento vertiginoso desta modalidade pode resultar na oferta de cursos que trazem dúvidas quanto a sua qualidade no processo da EaD, a exemplo o curso de enfermagem? Você acredita que devido à pouca maturidade da EaD os processos de gestão orçamentária e custeio não são claros? Na falta de aportes financeiros pela CAPES a EaD, nas IPES, estará comprometida? A falta de investimento em material permanente, pelo órgão de fomento ou pela instituição, pode ser um risco à queda de qualidade no processo da EaD? Obrigado.;government
Gostaria de saber: -Qual o primeiro e o ultimos local (instancia) a se recorrer para que se obtenha uma resposta positiva para que se melhore as condiçoes de trabalho dos funcionarios? - belas portas de vidro nos temos, como se consegue ter suporte de soro, fixo, em cada leito de todo o hospital HUCAM? BOA TARDE.;government
Sou Lusia Mary Rolemberg Menacho, professora efetiva do Instituto Federal de Educação, Ciência e Tecnologia da Paraíba (IFPB)- Campus Guarabira. Estou desenvolvendo pesquisa de doutoramento no Programa de Pós-Graduação em Educação da UFRN (Matrícula Nº 2016106186 comprovada em anexo) sob a orientação da Profª. Drª. Maria da Conceição Passeggi. O objeto de nossa pesquisa são as representações identitárias de professoras da Rede Federal. Para realização da etapa exploratória da pesquisa estamos elaborando a cartografia de alguns aspectos do universo docente da Rede Federal. Com este motivo, venho solicitar a seguinte informação de cada professor EBTT do Instituto Federal Catarinense: DATA DE INGRESSO NA INSTITUIÇÃO, SEXO, TITULAÇÃO, SE RECEBE O BENEFÍCIO DE RECONHECIMENTO DE SABERES E COMPETÊNCIAS (RSC) E QUAL NÍVEL (I, II ou II). Para atender os parâmetros de analises da pesquisa é necessário que os dados solicitados estejam relacionados a cada professor. No intuito de colaborar com a sistematização da informação, envio em anexo um quadro modelo para apresentação da informação solicitada com um exemplo. Agradeço antecipadamente.;academic
Venho por meio deste instrumento solicitar cópia digital do Regimento Interno atualizado do Colégio Técnico – CTUR. Atenciosamente,;government
Prezados, bom dia! Sou servidor efetivo da Universidade Federal do Tocantins - UFT, ocupante do cargo de Arquivista e após receber a resposta, por este canal, de que existem 4 códigos de vagas de arquivista disponíveis na Universidade de Brasília, venho por meio desta solicitação verificar se há possibilidade de uma redistribuição minha para essa renomada instituição. Entendo que a quantidade de códigos disponíveis está acima da quantidade de vagas oferecidas no último concurso em 2015. Entendo, também, que a UnB tem o poder discricionário de nomear candidatos classificados no cadastro reserva ou aceitar o meu pedido para ocupar uma destas vagas tendo em vista o meu interesse em poder colaborar com as demandas arquivísticas da Universidade de Brasília. Antecipadamente agradeço a atenção.;government
Boa tarde! Sou assistente social e tenho interesse em ser redistribuída para a UFABC. Deste modo, gostaria de obter mais informações sobre o referido processo.Desde já agradeço.;government
Solicito informações sobre a biblioteca do órgão, quantidade de pessoas alocadas no setor, quantidade de pessoas com licença médica, requisitadas a outros órgãos e cedidas a outros setores, quantidade de itens no acervo, serviços prestados pela biblioteca, quantidade de orçamento destinado á biblioteca no último ano, formação da chefia, informações sobre o gerenciamento do catálogo da biblioteca (se dispõe de software para gestão do acervo), data de fundação da biblioteca e portaria ou outro instrumento que garante o funcionamento da biblioteca.;government
Solicito microfilmagem contribuição previdenciária e CAGED de funcionário de empresa que faliu.;private
Gostaria de obter a informação de quem ocupava os principais cargos administrativos da Universidade Federal do ABC no ano de 2017, encontrados nesse link: http://www.ufabc.edu.br/images/acesso-a-informacao/principais-cargos-e-seus-respectivos-ocupantes.pdf Se não for possível divulgar o nome dos ocupantes, gostaria de obter pelo menos o sexo dos mesmos. Muito obrigada!;academic
"estou elaborando um estudo sobre os ""Efeitos da Produção de Organismos Geneticamente Modificados na Balança Comercial Brasileira"", para realizá-lo necessito dos dados do total de vendas de OGMS (organismos geneticamente modificados), para realizar a análise do peso do comércio de OGMs na balança comercial brasileira. O detalhamento seria utilizado para compreender a evolução do desenvolvimento econômico no que tange à produção de OGMs.";academic
Sou mestranda da Universidade Federal de Rondônia e para conclusão de minha dissertação preciso de informações referentes ao Ensino superior para indígenas, especialmente os cursos interculturais. Gostaria de saber quais as IES que ofertam essa modalidade de curso, quais os cursos são ofertados e quantos alunos indígenas cursam a graduação. Será de grande valia essas informações. Espero obter sucesso com esse contato. Desde já agradeço!;government
Bom dia. Existe alguma norma do Poder Executivo Federal que proíba a marcação de férias um servidor público em períodos consecutivos? Em caso afirmativo, qual é a base legal? Para melhor entendimento do pedido de informação, favor consultar o exemplo apresentado no arquivo anexo. Grato pela atenção, Rafael da Silva Assunção;government
Solicita relação de Auditores-Fiscais do Trabalho (do extinto Ministério do Trabalho) ativos que desempenham a função de analista de processos conforme Instrução Normativa 126/2016, tanto no âmbito de 1o quanto de 2o grau (recursal), em todo o Brasil.;government
Bom dia, gostaria de saber se há vagas e quantas para o cargo de assistente em Administração no Campus São Paulo ou Reitoria;government
Solicito informações sobre o Ano/Período que o instituto começou a adotar Política de Ação Afirmativa para ingressos de estudantes na instituição. Caso tenha adotado no período que antecede a Lei N.12.711/2012 peço que seja encaminhada documento (Resolução, Instrução Normativa, Edital, entre outros que regulamentava a política na instituição).;government
"Boa tarde, Solicito os dados relacionados abaixo: - número de equídeos positivos para Anemia Infecciosa Equina (AIE), por Estado, por ano, no período de 1995 a 2015 - número de eutanásias/sacrifícios de equídeos positivos para AIE, por estado, por ano, no período de 1995 a 2015 Além disso, gostaria de saber se há alguma base de dados do MAPA onde estejam disponíveis trabalhos científicos produzidos pelo Órgão. Se houver, solicito o endereço para acesso. Caso não haja, gostaria de saber se há estudos/trabalhos de produção do órgão disponíveis sobre ""Anemia Infecciosa Equina"", para consulta. Grata,";government
Bom dia! Sabemos que, quando vamos calcular um novo preço e seu enquadramento encontra-se na categoria IV da resolução n° 2 de 2004, utilizamos as apresentações do mercado, quando a destinação é comercial, utilizamos as comerciais, quando a destinação é hospitalar, utilizamos as hospitalares, porém, e quando não houver apresentações de destinação hospitalar sendo comercializada no mercado, como devemos proceder com o calculo de preço do lançamento do produto hospitalar? Obrigado.;private
Solicito a informação sobre código de vagas disponíveis para o cargo de TAE - laboratório/Biologia. Pretendo solicitar aproveitamento de vagas, considerando aprovação em concurso 002/2017 na Universidade Federal Vales do Jequitinhonha e Mucuri, conforme publicado no D.O.U do dia 06/09/2017.;government
Bom dia, gostaria de receber as informações relativas a realização de cirurgias bariátricas no Brasil no ano de 2016. Se possível, gostaria que os dados estivessem separados pelas categorias: - por Estado, - por sexo em cada estado, - por idade em cada estado, - via rede particular ou rede púbica em cada estado. Grata,;academic
Alvará sanitário / Licença sanitária de funcionamento emitido pela ANVISA ou CMVS É obrigadtorio para industrias de embalagens Primárias? ou só para industria de Alimentos?;private
Prezados(as), bom dia, Solicito as seguintes informações: 1. Quantos inscritos em residência médica a universidade teve no ano de 2018/2019 ? 2. Quantas vagas por especialidades? 3. Edital dos últimos 5 anos. 4. Caderno de provas/Gabarito dos últimos 5 anos. 5. Quantos candidatos por vaga. Atenciosamente, Karoline Sousa;private
Gostaria de ter acesso ao parecer da Procuradoria-geral federal da Agência Nacional do Petróleo que foi desfavorável à construção de um ramal de gasoduto em Uberaba, no Triângulo Mineiro e no nordeste do Estado de São Paulo, que favoreceria à nova unidade de fertilizantes da Petrobras na cidade mineira.;academic
Gostaria de saber em quais institutos e universidades há o código de vaga disponível para o cargo Técnico Administrativo (nível E) de Tecnólogo em Agroindústria ou Tecnólogo em Alimentos.;government
Prezados, boa tarde. Procuro informação acerca de determinada normativa deste Ministério. Meu cliente produz e comercializa bebidas alcoólicas. Por conta do artigo 339 do Decreto 7.212, ele somente comercializa o gim que produz em garrafas de até um litro. Sei que o citado artigo permite que o Ministério, por meio de portaria, suprima a vedação legal, como é o caso da vodca, que por meio da Portaria 536/2013 pode ser comercializada em recipientes de até cinco litros. Chamou minha atenção o fato de ter encontrado disponível no mercado garrafas de gim com conteúdo superior a um litro. Por conta disso, estou pesquisando para certificar a existência de autorização semelhante àquela da Portaria 536. Não pude encontra-la, contudo. A razão de meu contato é averiguar se realmente existe alguma autorização nesse sentido ou se haveria alguma outra nova disposição legal. Caso necessário, atendo no telefone celular (48) 991.032.002 e no e-mail vinicius@althoffcorrea.adv.br. Desde já grato, Cordialmente,;private
"Boa tarde, Foi publicado no Diário Oficial a INSTRUÇÃO NORMATIVA Nº 16, DE 8 DE MAIO DE 2018 que tem como objetivo ""publicar o plano de amostragem e limites de referência para o Plano Nacional de Controle de Resíduos e Contaminantes em Produtos de Origem Animal - PNCRC de 2018 para as cadeias de carnes bovina, suína, caprina, ovina, equina, coelho, aves, avestruz, de leite, pescado, mel e ovos, na forma do Anexo desta Instrução Normativa."" O Anexo desta IN não trata do plano de amostragem, mas apenas dos limites, sendo assim, gostaria de saber se haverá alguma retificação ou se é possível enviar o plano de amostragem. Desde já agradeço. Att., Maite";private
